Var1,Var2,Var3,Var4
2.27350875256359,0.0215062362228068,34.1600146694489,347.878378062138
2.6502136261535,0.0354093444154836,39.8024584609432,347.878378062137
3.0269184997434,0.0541583830672025,45.4258525814832,347.878378062138
3.40362337333331,0.0783761338770496,51.0235154336351,347.878378062138
3.78032824692321,0.108624400720147,56.5884731812813,347.878378062138
4.24499643193831,0.155050264142084,63.3964361242572,347.878378062138
4.85041656715647,0.232130345696247,72.1511709001692,347.878378062138
5.78440032937248,0.392561174906702,85.3299038287189,347.878378062138
6.71838409158849,0.608083910680568,98.0289866974096,347.878378062138
7.6523678538045,0.883780824528311,110.147108999918,347.878378062138
8.58635161602051,1.22361967967518,121.590455993805,347.878378062138
9.52033537823652,1.63043359936324,132.276712422672,347.878378062138
10.4543191404525,2.10598833403765,142.136660526572,347.878378062139
11.5800435507145,2.77151618050005,152.841243499682,347.878378062138
12.8545782385234,3.64589449283005,163.329721367504,347.878378062137
14.1291129263322,4.64542269115589,172.036948383053,347.878378062137
15.4036476141411,5.76443096777972,178.948483191336,347.878378062138
16.6781823019499,6.99512744876463,184.090163987901,347.878378062138
18.010127090644,8.39004528846161,187.64228893556,347.878378062138
19.3420718793381,9.88400534120762,189.439753775316,347.878378062137
20.6740166680321,11.4634255488921,189.622370481511,347.878378062138
22.0059614567262,13.1140144488607,188.354974036435,347.878378062136
23.3379062454203,14.8212037971839,185.82085618761,347.87837806214
24.9740026682635,16.9729053479815,181.285264333308,347.878378062137
27.0569887481449,19.7609735638728,173.812217625359,347.878378062137
29.1399748280263,22.563232986387,165.076585643438,347.878378062139
31.2229609079077,25.3384038004229,155.7813903135,347.878378062137
32.9342375670135,27.5752892836424,148.147518319696,347.878378062138
34.6455142261193,29.7557083665757,140.876224307467,347.878378062138
36.3567908852251,31.8692899873707,134.217575002733,347.878378062138
38.0680675443309,33.9097504486924,128.36320737709,347.878378062138
39.7793442034368,35.8744683517333,123.448744640034,347.878378062138
41.4906208625426,37.7641160100012,119.555721372854,347.878378062139
43.2018975216484,39.5822258612602,116.715094769584,347.878378062136
45.3704395902109,41.793931974356,114.591249234175,347.878378062138
48.0102424863977,44.3701951145349,114.039880267527,347.878378062138
50.6500453825844,46.8491668100212,115.396831613373,347.878378062138
53.2898482787712,49.2664386288599,118.215253845236,347.878378062138
55.929651174958,51.656636808287,122.000509201125,347.878378062138
58.5694540711448,54.0504560681928,126.262241158895,347.878378062138
61.2092569673315,56.4726508443887,130.557182463482,347.878378062137
63.8490598635183,58.9409402633194,134.519845265916,347.878378062138
66.4888627597051,61.4657420220327,137.880526421349,347.878378062138
69.1286656558919,64.0506014018656,140.471446785602,347.878378062139
71.7684685520786,66.6931473518629,142.222733552896,347.878378062137
74.4082714482654,69.38639311063,143.150506482953,347.878378062139
77.0480743444522,72.1202027384939,143.339589569059,347.878378062139
80.597337798094,75.836737278357,142.699882750816,347.878378062139
84.9930641560069,80.4666743223133,141.028342408933,347.878378062136
89.3887905139198,85.0890280045273,138.996263634345,347.878378062139
93.7845168718327,89.6735703122414,137.179849840373,347.878378062138
98.1802432297456,94.2061895008858,135.95182034426,347.878378062139
102.575969587659,98.6878523563404,135.453593095304,347.878378062136
106.971695945571,103.130371076754,135.626419083075,347.878378062139
111.367422303484,107.550911958267,136.27797320471,347.878378062138
117.385493240346,113.600566504151,137.453628350598,347.878378062138
121.041373468818,117.285373311688,138.121065661425,347.878378062138
121.041373468897,117.285373311767,138.121065661416,347.75
123.495720187502,119.763858526533,137.830539883404,347.87837806214
125.950066906106,122.243131434029,137.500836545419,347.878378062137
128.40441362471,124.721046662399,137.159937198761,347.878378062138
131.752534439186,128.098099572287,136.707394296771,347.878378062136
137.169857350825,133.54793565063,136.11194610796,347.878378062139
144.993743198249,141.384329868261,135.708116790248,347.878378062137
152.817629045672,149.189718133093,135.814921964281,347.87837806214
160.641514893095,156.983308940891,136.216500836714,347.878378062136
170.959971173341,167.273809105723,136.705338624602,347.878378062138
173.939189031069,170.248920726434,136.808396964511,347.878378062135
180.230277630461,176.539366812833,136.891889651237,347.87837806214
190.415794592286,186.733947826483,136.809411149673,347.878378062138
205.044712694015,201.372853136684,136.635000111893,347.878378062137
219.673630795744,215.999826264217,136.61232536887,347.878378062138
234.302548897473,230.620771331167,136.719658801538,347.878378062138
252.809530812737,249.123089237124,136.814464942398,347.878378062138
276.414631955654,272.730007433576,136.805207665406,347.878378062138
300.019733098571,296.336807687141,136.771966902971,347.878378062138
334.807570904785,331.12301681984,136.788231147094,347.878378062138
347.878378062138,344.192801116545,136.804812056687,347.878378062135
382.666215868352,378.980065854112,136.817714082987,347.878378062139
417.454053674566,413.767879510212,136.817893037044,347.878378062138
452.241891480781,448.555052307448,136.826243439784,347.878378062137
487.029729286995,483.342058991002,136.838855668473,347.878378062138
521.817567093207,518.129216508973,136.849495794269,347.878378062137
556.605404899421,552.916351991613,136.859877604667,347.878378062139
591.393242705635,587.703377709135,136.871856182892,347.878378062135
626.18108051185,622.4903519791,136.884791632614,347.878378062139
660.968918318064,657.277296967351,136.898167735346,347.878378062139
695.756756124276,692.06419291832,136.912222133095,347.878378062135
696.175690509546,692.577303698299,135.498635849164,283.982349438549
696.594624894816,693.090154915459,134.085580638921,283.982349438549
697.227740374149,693.863929459802,131.954076270068,283.982349438441
697.860855853483,694.635260117737,129.832645080297,283.982349438543
698.493971332816,695.403037779993,127.729773644201,283.98234943839
699.495926235323,696.608071279302,124.47001296237,283.982349438469
701.303004591868,698.741088205413,118.945461451838,283.982349438494
703.110082948413,700.813971042056,114.041137552118,283.982349438476
704.917161304958,702.819373126697,109.944243165079,283.982349438494
706.724239661503,704.755249174093,106.780181981958,283.982349438476
708.531318018048,706.624454081835,104.600474642074,283.982349438476
710.338396374592,708.433760976982,103.38620911102,283.982349438494
712.515533581567,710.548874262636,103.078242089184,283.982349438452
715.216922913252,713.104287799844,104.107122308305,283.982349438488
717.918312244937,715.616658926877,106.242502706729,283.982349438488
720.619701576622,718.120952800982,108.949733337174,283.982349438476
723.321090908307,720.645544549236,111.735949524008,283.982349438488
726.022480239992,723.209727069312,114.207754459214,283.9823494385
728.723869571676,725.823115820456,116.102347508861,283.982349438464
731.425258903361,728.486520224079,117.293852852528,283.982349438464
734.126648235046,731.193813349127,117.779616807305,283.982349438488
736.828037566731,733.93431885634,117.652885822935,283.982349438476
740.46780320949,737.654524197577,116.826163135888,283.982349438497
744.107568852249,741.382965659027,115.605341712262,283.98234943847
747.747334495008,745.09751230752,114.373664896351,283.982349438488
751.387100137767,748.7851333663,113.411798436487,283.98234943847
755.026865780526,752.44244328565,112.86246649932,283.982349438479
758.666631423285,756.073830685084,112.736041356807,283.982349438479
763.062262958322,760.438760714449,113.00355381416,283.98234943847
769.338140835953,766.664607285358,113.69863940815,283.982349438486
775.614018713584,772.906746632623,114.325247880734,283.98234943848
781.889896591215,779.176114273045,114.591283558702,283.98234943848
788.165774468846,785.465906094164,114.495581203415,283.982349438486
794.441652346477,791.761442954915,114.221088518311,283.98234943847
802.642009662642,799.976577178462,113.936679055418,283.982349438483
810.842366978808,808.175949622768,113.872943654125,283.982349438475
819.042724294974,816.366582805163,113.986354644159,283.982349438483
830.153926714406,827.468426386035,114.150756689746,283.982349438483
837.747930843516,835.061773977783,114.193647696654,283.982349438476
849.072464844773,846.390640466146,114.147290326484,283.982349438479
866.018217398899,863.339785789746,114.080695177333,283.98234943848
882.963969953026,880.283466579618,114.095220891114,283.982349438482
904.409666771324,901.726160497926,114.144458346807,283.982349438478
932.807901715173,930.123849863303,114.160529262109,283.98234943848
961.206136659021,958.521837832992,114.162451131091,283.982349438483
979.739105562756,977.053931504538,114.173176315384,283.982349438476
979.950605691251,977.356023496803,112.813860473681,198.78764460699
980.162105819746,977.658001667255,111.454733377365,198.78764460699
980.477652021029,978.107966195534,109.428323197787,198.787644606811
980.793198222311,978.55679903746,107.405398385548,198.787644607026
981.108744423594,979.003929526159,105.389159769078,198.787644606882
981.531889879148,979.599801703746,102.704202153909,198.787644606903
982.457874085599,980.882779505976,96.9745589894995,198.787644606938
983.653162275664,982.485401134969,90.0431679579947,198.787644606947
984.848450465728,984.01602062358,83.856112386415,198.787644606928
986.043738655792,985.46612490879,78.6286163086424,198.787644606947
987.239026845857,986.833126804545,74.5072218181269,198.787644606928
988.434315035921,988.119786550785,71.5584266996916,198.787644606947
989.629603225986,989.333183848202,69.7720469054343,198.787644606947
990.82489141605,990.483593196828,69.0721264866039,198.787644606947
992.020179606114,991.583372190287,69.3312294566175,198.787644606909
993.528209997719,992.921211343373,70.7455800736727,198.787644606952
995.036240389323,994.226369701594,73.0516856562446,198.787644606922
996.544270780927,995.523028716427,75.8767293437916,198.787644606952
998.052301172532,996.831731146363,78.8700952592359,198.787644606922
999.560331564136,998.168088174866,81.7317975731731,198.787644606937
1001.06836195574,999.542287082446,84.2300937615528,198.787644606937
1002.57639234734,1000.95920034905,86.2094550096134,198.787644606937
1004.08442273895,1002.41895167461,87.5901681538585,198.787644606937
1005.59245313055,1003.91779987242,88.3612099224456,198.787644606922
1007.10048352216,1005.44920222447,88.5683027381413,198.787644606967
1009.09647538129,1007.5105412477,88.149227483114,198.787644606936
1011.54540649635,1010.06651242726,86.9251902536223,198.787644606916
1013.9943376114,1012.62460089783,85.3522532098339,198.787644606943
1016.44326872646,1015.16136659526,83.8545494026903,198.787644606934
1018.89219984152,1017.664006963,82.7277054615337,198.787644606943
1021.34113095657,1020.13034519762,82.1099983771381,198.787644606934
1023.79006207163,1022.5664604031,81.9950791257952,198.787644606925
1026.23899318669,1024.98318401697,82.2720841994538,198.787644606943
1029.66822900158,1028.35930528216,82.9702240715892,198.787644606928
1033.09746481648,1031.7447500351,83.7029247078158,198.787644606941
1036.52670063138,1035.15203940448,84.1967577565435,198.787644606954
1039.95593644628,1038.58187364661,84.3529152527447,198.787644606928
1043.38517226117,1042.02661807229,84.2262704435313,198.787644606928
1047.78014011779,1046.44560968153,83.8922767043221,198.787644606942
1052.1751079744,1050.85670645398,83.5914866545022,198.787644606932
1056.57007583101,1055.25452011027,83.4665979712088,198.787644606942
1060.96504368763,1059.64237267842,83.51821315336,198.787644606932
1066.65187056357,1065.31746599437,83.6864567288865,198.787644606941
1073.63112217587,1072.29008390199,83.8270338335212,198.787644606933
1079.13292786622,1077.79374427123,83.8326683111438,198.787644606935
1086.23187026893,1084.89798520333,83.7610413443281,198.787644606938
1097.82510414293,1096.49369510155,83.7012794701673,198.787644606935
1109.41833801693,1108.08389276278,83.7327608518501,198.787644606935
1121.01157189093,1119.67458694092,83.7779609549443,198.787644606939
1139.16592423184,1137.82892598841,83.7865068856274,198.787644606931
1159.04468869253,1157.70772796831,83.7831426296816,198.787644606936
1178.52675016969,1177.18854503563,83.799060029778,198.787644606938
1178.65145459483,1177.38249157397,82.760164838827,127.792057247575
1178.77615901997,1177.57636775026,81.7213851955728,127.792057247342
1178.97298799939,1177.88197256867,80.0827029250991,127.792057247287
1179.16981697882,1178.18675287206,78.446437070786,127.792057247139
1179.36664595824,1178.49027320329,76.8149040767514,127.792057247434
1179.61226047156,1178.86656301041,74.7907644772431,127.792057247194
1180.0960233796,1179.59661623086,70.8755380663024,127.792057247358
1180.82817029386,1180.6653857345,65.2488165778573,127.792057247283
1181.56031720812,1181.68212932912,60.133968290944,127.792057247362
1182.29246412238,1182.6393817489,55.6990920617091,127.792057247323
1183.02461103664,1183.53382401389,52.0693539398985,127.792057247283
1183.7567579509,1184.36605187337,49.3153553285151,127.792057247323
1184.48890486517,1185.13994209752,47.4528036056131,127.792057247323
1185.22105177943,1185.86192227142,46.4482265980666,127.792057247323
1185.95319869369,1186.5402325514,46.2276247493901,127.792057247323
1186.85755199664,1187.33287470518,46.8647220261732,127.792057247314
1187.76190529959,1188.0914707959,48.2965427491979,127.792057247347
1188.66625860253,1188.83347580568,50.2698470917892,127.792057247282
1189.57061190548,1189.57463752546,52.5329891108629,127.792057247314
1190.47496520843,1190.3279808422,54.8560185046972,127.792057247314
1191.37931851138,1191.10325199238,57.0450959784978,127.792057247347
1192.28367181433,1191.9067330099,58.951397767363,127.792057247282
1193.18802511727,1192.74136313655,60.474862448757,127.792057247314
1194.09237842022,1193.60710169197,61.5634180863242,127.792057247314
1194.99673172317,1194.50146116782,62.2085588367509,127.792057247347
1195.90108502612,1195.42013846811,62.4382706916015,127.792057247282
1197.11755014045,1196.68340788541,62.2081005438213,127.79205724731
1198.64177742722,1198.29091139498,61.3153385011174,127.792057247338
1200.16600471398,1199.90447385155,60.077717931448,127.7920572473
1201.69023200075,1201.50478391587,58.8320707052628,127.792057247319
1203.21445928751,1203.08012935374,57.8292107926507,127.7920572473
1204.73868657428,1204.62685351774,57.205752782188,127.792057247338
1206.26291386105,1206.14798863285,56.9865548534699,127.792057247319
1207.78714114781,1207.6508894309,57.1090613395415,127.7920572473
1209.7224221821,1209.54806652403,57.5582410957907,127.792057247325
1211.65770321638,1211.4463642222,58.1201870230063,127.792057247325
1213.59298425066,1213.35627175916,58.5953408309854,127.79205724731
1215.52826528495,1215.28170847391,58.8703809948152,127.79205724731
1217.46354631923,1217.22082049661,58.9254962641496,127.792057247325
1219.39882735351,1219.16827567917,58.811879449986,127.792057247295
1222.39911042567,1222.18861455672,58.5263456717871,127.79205724732
1225.39939349783,1225.20108748643,58.2883331199082,127.79205724732
1228.39967656999,1228.20194350497,58.2120464866239,127.792057247311
1231.39995964215,1231.19516679611,58.2796524802541,127.79205724732
1235.20043475279,1234.9864240024,58.4219786405799,127.792057247321
1239.00090986344,1238.78330273438,58.5085523205476,127.792057247305
1242.42277879335,1242.2070887656,58.5042461223429,127.792057247318
1246.95735205747,1246.74590468543,58.4445554773947,127.792057247318
1253.54056984365,1253.33084930756,58.400755335266,127.792057247315
1260.12378762983,1259.91181654406,58.4237032463523,127.792057247319
1266.70700541601,1266.49301939634,58.4588710216588,127.79205724731
1276.98693046621,1276.77289887026,58.4669540711764,127.79205724732
1289.69434049707,1289.48055256267,58.4615974104793,127.792057247311
1302.4735462218,1302.25888369462,58.4720369010961,127.792057247316
1306.31880741701,1306.10373420474,58.4782999143295,127.792057247323
1306.81193410294,1306.62558380815,58.0449177187961,120.692498511314
1307.30506078888,1307.14668597052,57.6150749722092,120.692498511425
1307.79818747482,1307.66638528705,57.1938850005097,120.69249851137
1308.29131416075,1308.18406389976,56.7881930439967,120.692498511203
1309.294358169,1309.22867984518,56.0472683003138,120.69249851135
1310.71212672027,1310.68409047864,55.2564586181768,120.692498511373
1312.12989527155,1312.11515138238,54.8085753983355,120.692498511353
1313.54766382282,1313.52571493154,54.6975910651281,120.692498511373
1314.9654323741,1314.9224860406,54.8578147667718,120.692498511334
1317.00062348255,1316.92010252742,55.3314998467295,120.692498511358
1319.035814591,1318.92230490224,55.8647196537379,120.692498511345
1321.07100569945,1320.93894193945,56.2539002933113,120.692498511385
1323.1061968079,1322.97175918042,56.4108423778521,120.692498511345
1325.14138791635,1325.01631885179,56.3564961134443,120.692498511345
1327.6141712292,1327.50551188375,56.1439455175923,120.692498511353
1330.08695454205,1329.99134411868,55.9196496190157,120.692498511364
1332.55973785491,1332.46894551472,55.7921730299256,120.692498511353
1335.03252116776,1334.93895114442,55.7868567668538,120.692498511353
1338.12647391579,1338.02519388447,55.8814242712799,120.692498511345
1342.52935838122,1342.42075411765,56.0115322032789,120.692498511355
1346.93224284666,1346.82358778467,56.0445163522991,120.692498511361
1351.33512731209,1351.23024224646,55.9980433901592,120.692498511355
1357.23223426273,1357.12976451642,55.9484476719206,120.692498511358
1363.12934121337,1363.02541388695,55.9575209781622,120.692498511353
1366.66505667268,1366.55946786463,55.9823929570757,120.692498511356
1374.86229027559,1374.7555805613,56.0068091362257,120.692498511354
1385.64328374704,1385.536999962,56.0031253094917,120.692498511352
1397.71253359818,1397.60586375716,56.0055996885797,120.692498511353
1409.78178344931,1409.67406041535,56.0206408146178,120.692498511353
1421.85103330045,1421.74255221588,56.0331302349846,120.692498511356
1427.01130592836,1426.90261566882,56.036518125278,120.692498511354
1427.46007290431,1427.37920728578,55.6167433595056,113.592939775413
1427.90883988026,1427.85511872274,55.2001329470829,113.592939775355
1428.35760685621,1428.32975150088,54.791256961023,113.592939775355
1428.80637383215,1428.80253652937,54.3962721204514,113.592939775413
1429.70292358128,1429.73960084456,53.6808336344382,113.592939775412
1431.00069863124,1431.07629271197,52.8809987281977,113.592939775404
1432.2984736812,1432.38966555606,52.4041280688868,113.592939775365
1433.59624873116,1433.68288060099,52.2521569515129,113.592939775424
1434.89402378112,1434.96190217821,52.3706146973905,113.592939775365
1436.67623245139,1436.70936621373,52.7858328741377,113.592939775387
1438.45844112165,1438.45856251437,53.294743134511,113.592939775387
1440.24064979191,1440.21913066258,53.7104947852345,113.592939775402
1442.02285846218,1441.99424324212,53.9329998047526,113.592939775402
1443.80506713244,1443.78156060628,53.9534066445026,113.592939775402
1445.5872758027,1445.57565795895,53.8286792696806,113.592939775373
1448.28824879626,1448.29396937398,53.5696914715356,113.592939775396
1450.98922178982,1451.00406574819,53.3783681221018,113.592939775377
1453.69019478338,1453.70394529238,53.3370401023183,113.592939775406
1456.39116777694,1456.39800170037,53.4132732059777,113.592939775396
1460.04559186275,1460.04448261214,53.5434017783143,113.592939775386
1463.70001594855,1463.69699413995,53.6034561235329,113.592939775393
1467.35444003436,1467.35427996117,53.5787564919576,113.5929397754
1471.95797805402,1471.9612955187,53.5214809823958,113.592939775384
1477.75467308684,1477.75794224346,53.5057432435542,113.592939775388
1483.80777581606,1483.80863033821,53.5379313960061,113.592939775396
1492.02326118059,1492.02282638203,53.5647611162551,113.59293977539
1502.22004846765,1502.21990977457,53.5633488296116,113.592939775393
1513.57934244519,1513.57883655813,53.5658656457679,113.592939775393
1524.93863642273,1524.93711065927,53.5802897263534,113.59293977539
1536.29793040027,1536.29562630561,53.5929622232356,113.592939775393
1540.60424570375,1540.60174535365,53.5961744783333,113.592939775389
1540.67659747013,1540.71749140205,52.9450866944319,70.9955873595189
1540.74894923651,1540.83318881986,52.2940680291106,70.995587359742
1540.85969624144,1541.01002296129,51.298157551613,70.9955873594762
1540.97044324638,1541.18633094682,50.3038228672767,70.9955873599135
1541.08119025131,1541.36184141584,49.3125462265209,70.9955873594762
1541.22461800798,1541.58749207454,48.0368591540014,70.9955873596654
1541.52129671182,1542.0459789784,45.4533859058893,70.9955873596174
1541.94526035314,1542.67643794796,41.9716268731247,70.9955873596234
1542.20666038136,1543.04783379892,40.0000000002046,70.9955873595985
1542.20666038139,1543.04783379897,39.9999999999693,71
1542.35004270772,1543.24360642069,39.0002697712974,70.9955873596776
1542.49342503404,1543.43467157188,38.0558176682448,70.9955873597902
1542.63680736036,1543.62098794012,37.1696097191984,70.9955873594524
1542.78018968669,1543.80254872063,36.3440613972406,70.9955873596776
1542.92357201301,1543.98078611907,35.5618522684086,70.995587359565
1543.20315663222,1544.31597451516,34.2050631992207,70.9955873595842
1543.59382355796,1544.75636375928,32.7111707341463,70.995587359641
1544.09095727651,1545.27260345107,31.4932676433014,70.9955873596246
1544.58809099505,1545.745696363,30.9998930553808,70.9955873595921
1545.0852247136,1546.18470106561,31.1450912964162,70.9955873595921
1545.58235843214,1546.59979285772,31.8090377241115,70.9955873596246
1546.07949215068,1547.001235358,32.8528370572662,70.9955873596246
1546.57662586923,1547.39857270923,34.1324234472535,70.9955873596246
1547.07375958777,1547.80002666296,35.510458797637,70.9955873596571
1547.57089330632,1548.21209928729,36.8656383351026,70.9955873596246
1548.06802702486,1548.63937437912,38.0991584151388,70.9955873595921
1548.56516074341,1549.0844983573,39.1383591006607,70.9955873596571
1549.06229446195,1549.54831132338,39.9377575456751,70.9955873595921
1549.55942818049,1550.0300926408,40.4778433502938,70.9955873596246
1550.16583500419,1550.63885657426,40.7951138214614,70.9955873596082
1550.77224182789,1551.26604461847,40.7790309416673,70.9955873596348
1551.57326477181,1552.1114493565,40.3807515399173,70.9955873595758
1552.37428771572,1552.96478583087,39.7153361382517,70.9955873596564
1553.17531065964,1553.81465861544,38.9671556734422,70.9955873596161
1553.97633360355,1554.65303839488,38.2902528399607,70.9955873595959
1554.77735654747,1555.47592354763,37.7880679894769,70.9955873596564
1555.57837949138,1556.28307290891,37.5073111142593,70.9955873596161
1556.3794024353,1557.07712097121,37.4435677200564,70.9955873595959
1557.34924282961,1558.02769798283,37.5882413248882,70.9955873596646
1558.57473794657,1559.22401929162,37.9481430079721,70.9955873596009
1559.80023306353,1560.42525433999,38.3298231046446,70.9955873596272
1561.02572818049,1561.63791671272,38.5917048294733,70.9955873596009
1562.25122329745,1562.86244210356,38.6797280410067,70.9955873596404
1563.47671841441,1564.09492643101,38.6187406019142,70.9955873596009
1565.0333542116,1565.66286364434,38.44639089586,70.9955873596219
1566.58999000878,1567.22687573033,38.2849808383123,70.9955873596322
1568.14662580597,1568.78394180804,38.2121038571128,70.9955873596219
1569.70326160315,1570.33558191808,38.2333946771385,70.9955873596115
1571.68141445463,1572.30568385237,38.3206760375677,70.9955873596181
1574.09091612723,1574.70915171734,38.4021650114076,70.9955873596172
1576.10203938356,1576.7193353559,38.413005865917,70.9955873596232
1578.5950404959,1579.21326358301,38.3775797074132,70.9955873596179
1582.55988548472,1583.17685848582,38.3413853314622,70.9955873596223
1586.52473047354,1587.13745948124,38.3544820945381,70.9955873596182
1590.48957546237,1591.09813175222,38.3815083845713,70.9955873596223
1596.73875184345,1597.34337904887,38.3904734961852,70.9955873596166
1602.98792822454,1603.58934268338,38.3875191671041,70.9955873596217
1610.0874869605,1610.68480321874,38.3955101440735,70.9955873596222
1611.59983306337,1612.19623209835,38.3989848614654,70.9955873596131
